0	0.302	-0.528	-0.550	-0.078	1.455	0.147	-0.111	-0.521	0.031	-0.001	0.603	-0.531	-0.812	-0.443	-0.087	-0.021	-0.010	-0.991	-0.085	0.684	1.272	0.984	-0.061	-0.158	1.243	-0.110	0.867	-0.029
2	0.972	-0.016	-0.713	0.539	-0.886	-1.847	-1.651	-0.065	-0.308	-0.322	0.340	-2.054	0.534	-0.749	0.046	0.736	1.418	-0.960	0.944	0.569	-0.195	0.535	-0.503	-1.091	1.081	-0.235	1.763	1.519
3	0.523	-1.447	-1.080	0.217	0.882	-0.331	-0.233	0.787	0.829	-2.075	1.483	-0.327	-0.747	-0.468	-1.365	2.547	-1.305	-1.499	-0.262	-1.380	0.122	1.642	0.165	0.339	-0.291	-1.041	-0.292	1.055
3	-0.312	-0.619	-0.693	-0.871	1.401	0.680	1.248	1.449	-2.350	0.343	-0.586	1.117	-0.741	-1.054	-1.434	-0.303	0.915	0.256	-1.203	2.153	0.650	0.777	1.285	-1.640	-0.911	0.823	-0.811	-0.275
3	0.370	1.368	0.141	-0.506	1.524	-0.490	-0.677	-1.394	0.390	-3.246	-0.736	1.549	-0.305	-0.015	0.221	0.031	-0.009	-0.167	-0.005	0.368	-1.754	1.186	1.026	1.436	0.625	-0.880	0.231	0.316
2	1.220	0.627	1.028	-0.446	0.241	2.210	0.462	-0.856	-0.510	1.816	-0.022	0.742	-0.505	-0.915	-1.079	0.391	2.092	0.332	0.539	-0.190	-0.779	-0.654	-1.059	-0.324	-0.660	0.125	1.746	1.346
2	-0.069	-0.466	0.420	0.228	-1.282	-0.228	-0.524	-0.852	0.445	0.153	-0.493	0.387	0.428	-0.757	2.677	0.729	-0.594	0.594	-0.956	-0.329	0.266	0.381	0.760	-2.938	-1.082	0.848	-0.206	0.769
0	-0.511	1.049	0.201	0.242	-1.166	0.843	0.049	0.470	-0.091	0.130	-0.887	-0.153	-0.420	-0.706	0.135	0.363	0.251	-0.102	0.411	0.242	0.098	0.166	1.183	-1.205	-0.319	0.338	-1.583	1.383
2	0.213	-1.299	1.941	1.065	0.424	0.213	-1.780	0.422	-0.530	-1.640	-0.484	0.241	0.373	-1.178	-1.362	-0.303	0.571	-0.793	-0.444	0.188	-0.820	-2.007	0.311	-1.747	0.330	-0.221	-0.229	-1.103
3	1.298	0.878	2.254	0.374	-1.148	0.397	-0.034	2.866	0.031	-0.734	0.506	-1.312	0.556	-0.438	0.344	-1.663	0.426	0.654	0.486	-0.463	-0.420	-0.558	0.528	1.501	-0.138	1.336	-0.570	1.205
3	0.257	0.168	1.690	-0.167	-1.693	0.067	-0.136	-0.456	0.698	-0.155	1.098	-0.484	0.652	-1.803	0.526	0.103	0.895	2.257	1.057	-1.783	-0.441	-0.971	-0.316	1.717	-2.034	0.665	-0.193	-0.892
2	-0.325	-2.244	1.647	-0.809	-0.184	-0.607	-0.158	0.931	0.097	1.451	-0.141	-1.502	-0.691	-1.583	-0.160	-0.570	0.201	-0.264	-1.793	0.274	-0.284	-0.186	-0.567	1.061	-1.277	0.405	-0.907	1.936
4	0.431	-0.614	-0.993	-1.063	0.840	-1.295	-0.928	1.822	-1.835	-1.416	2.166	0.089	0.039	-2.192	-1.302	1.289	-2.008	0.468	0.248	0.189	1.144	-0.455	1.863	1.354	0.050	0.122	0.988	0.353
1	-0.361	1.733	-1.154	-0.497	-0.452	0.299	0.661	-1.337	-0.685	0.448	-0.665	-0.402	0.173	-0.980	0.278	0.613	0.038	1.425	0.725	-0.041	-0.321	1.755	-0.661	-0.272	-0.410	0.398	2.255	0.247
3	0.172	1.277	1.425	1.621	-2.338	-0.151	0.157	-0.643	0.224	-0.047	1.128	-0.901	1.123	-0.229	-0.338	-1.929	1.314	1.513	0.144	-1.241	1.410	1.227	-0.588	1.133	0.691	0.071	-0.514	1.262
4	1.204	0.788	1.863	-1.773	-0.486	-0.906	0.777	1.573	-0.372	0.599	1.444	0.326	0.701	-1.983	1.566	-0.299	2.670	-0.851	0.475	0.826	-2.502	1.777	0.743	-1.494	0.370	0.364	-0.134	-0.596
2	1.094	-0.519	-0.889	1.178	-1.148	-0.502	0.709	-0.348	0.997	-0.745	-0.438	-1.650	0.328	-2.558	-1.181	0.656	0.647	-0.311	-0.637	-0.872	-0.848	0.688	-1.776	0.401	1.191	-0.358	0.767	0.266
4	-0.573	-1.484	-0.626	0.749	1.370	-0.495	-0.913	-0.522	1.229	1.805	-1.660	2.326	-1.372	0.474	2.029	-0.608	0.368	-1.096	1.659	-2.070	-2.184	-0.056	-0.193	0.710	0.334	-0.261	0.026	-2.769
0	0.551	-1.128	0.758	-1.441	0.749	-0.313	-0.655	0.299	0.329	-1.614	0.167	0.475	0.028	0.434	0.847	-0.993	-0.996	-0.003	-0.989	-0.546	0.870	-0.220	-0.077	1.608	0.163	1.119	1.020	-0.472
4	0.924	-3.128	0.273	2.366	-0.446	-0.361	-1.064	0.374	1.294	-0.330	-1.284	1.031	-0.686	0.050	1.687	0.173	1.035	0.868	-0.619	-2.266	1.620	-0.655	1.028	0.468	0.621	-0.861	-1.138	-1.172
2	0.628	1.538	1.195	0.958	0.237	0.721	-0.411	-0.221	1.721	-0.557	-0.631	-0.362	-0.549	-0.465	0.242	0.275	0.911	2.188	-0.368	-0.066	-1.838	-1.292	-0.146	0.464	0.491	0.617	1.257	1.706
4	0.057	0.167	0.626	-0.756	2.587	1.332	-0.532	-1.091	-0.088	0.182	1.066	-1.169	0.285	-1.529	0.436	-0.108	1.937	-1.546	1.371	-1.704	-1.327	-1.677	0.250	-1.174	-1.348	0.203	0.452	0.040
1	0.197	0.311	1.700	1.072	0.191	0.941	-1.033	0.398	1.809	-0.218	-0.848	-0.652	-1.090	-0.785	-0.371	-1.406	0.016	0.902	-0.908	1.519	0.511	1.031	-0.658	0.855	-1.092	0.890	0.172	0.553
2	1.381	0.078	0.304	-1.233	-0.426	-2.033	-0.581	0.324	1.575	0.404	-1.806	0.893	-1.026	-0.665	-1.216	0.388	0.892	1.043	1.193	-0.414	-0.532	1.602	0.748	0.542	-1.002	-0.815	0.751	0.513
1	-1.080	1.415	-0.709	0.336	-1.271	-0.122	-0.111	-0.315	0.385	-1.007	-0.884	0.438	1.342	-0.023	0.504	0.758	0.831	-0.954	-0.777	-0.690	1.929	0.508	0.463	0.366	-1.321	1.938	0.479	0.723
2	-0.650	0.624	1.416	0.461	0.960	2.345	0.225	-0.653	-0.136	0.645	0.632	-1.023	0.151	0.908	0.117	-0.754	-0.539	-0.642	-0.135	1.130	0.665	-1.032	-2.322	-1.998	-0.529	-0.107	-0.353	1.185
2	0.223	-0.727	-1.880	0.807	-1.299	-0.408	1.674	0.611	0.390	0.944	0.907	1.581	-0.602	-0.377	-0.922	-0.033	-0.132	-1.755	-0.654	1.439	0.244	0.715	-0.121	-1.887	-0.129	1.042	-1.186	0.747
1	-1.065	-1.213	1.365	0.319	0.353	0.264	0.148	-0.225	-0.709	-0.539	2.166	1.804	0.927	-0.067	0.565	-1.424	0.996	-0.240	0.015	0.098	-0.179	0.804	1.595	0.857	0.066	-1.066	0.040	-0.077
3	0.983	0.012	0.211	1.046	-0.477	-1.374	0.070	0.308	-0.263	1.474	-2.486	1.120	0.791	0.457	-3.336	1.284	-1.026	-0.508	-0.171	0.407	0.639	0.893	0.816	0.253	0.416	-1.091	-0.751	0.895
0	0.754	0.070	1.055	-0.516	1.360	0.055	-0.148	0.902	-1.316	-0.479	0.302	0.482	-2.282	-0.803	-0.074	-0.098	0.613	-0.346	-1.025	0.545	-1.098	-0.521	-0.798	-0.483	-1.755	-0.438	0.890	-0.215
4	-0.621	1.433	-0.673	-2.307	-0.526	0.104	0.163	3.180	-0.109	-0.607	-0.717	1.549	-0.031	0.071	-1.516	-0.208	-0.384	0.382	-2.356	0.542	1.469	-0.448	-1.149	0.997	-1.409	1.039	1.496	0.145
3	0.546	0.905	1.070	-1.347	2.293	1.000	-0.573	0.163	-1.697	-0.617	0.538	0.063	1.743	-1.479	-0.117	-1.137	1.535	0.265	0.008	-0.133	-0.877	1.198	0.171	0.245	0.582	-0.862	1.995	1.570
2	-0.962	-1.447	0.535	0.514	1.154	-2.144	1.172	1.113	1.209	0.120	0.222	0.217	-0.913	-0.871	0.226	-0.249	0.716	-0.357	-1.469	-1.422	-0.761	0.726	-0.519	0.298	-1.672	0.162	0.038	1.190
0	0.679	-0.346	-0.005	1.078	-0.025	-1.036	-0.066	-0.045	0.427	1.432	-1.178	-0.010	-0.471	0.528	0.431	-0.262	-0.713	1.555	-0.090	-0.729	-2.561	0.193	-0.034	0.720	0.326	0.496	-1.105	-0.909
0	0.382	1.600	0.194	-1.585	-1.172	0.097	-0.549	1.046	-0.411	-0.570	0.058	0.433	0.023	-0.404	-1.386	-1.649	-0.239	-1.138	0.326	-0.656	-0.146	0.720	0.049	0.416	0.304	-0.589	-0.664	1.513
2	0.532	0.189	0.491	-0.137	-1.183	-2.042	-0.617	0.791	-1.039	1.061	1.391	0.473	-0.166	1.025	1.157	-0.225	0.085	-0.813	0.286	-2.067	-0.293	-0.853	-0.088	-0.795	-1.913	-0.654	-0.476	1.065
2	-0.605	0.498	0.537	0.642	-1.694	1.007	-0.570	-0.358	2.638	0.302	-0.386	-2.205	1.390	-1.345	-1.003	-0.331	1.416	0.773	-0.158	0.308	-0.600	0.140	0.073	0.969	0.967	0.494	-0.362	0.742
0	-0.320	-1.176	-0.253	1.290	0.227	0.627	1.069	0.387	-0.368	0.100	-1.073	0.057	0.122	1.317	-0.324	-0.324	-1.516	0.648	-1.469	-0.498	-0.710	0.891	0.488	0.708	0.946	-0.639	-0.868	-1.684
2	-0.188	1.276	-0.796	-1.977	-0.008	0.504	-0.350	0.221	-0.776	-0.927	0.569	0.615	0.584	0.555	0.418	-0.144	0.698	-0.825	1.245	0.898	-1.484	0.818	0.818	2.408	-1.039	-1.325	1.020	0.447
1	0.284	-0.389	-1.370	0.373	-0.981	0.737	-0.833	-1.053	-1.004	0.291	0.048	1.282	-1.152	1.374	0.711	1.000	0.589	1.364	1.496	0.103	0.262	1.481	-0.539	-0.354	1.173	-0.718	-0.505	-0.720
4	1.691	-0.581	0.207	-1.798	2.468	1.997	-0.838	1.120	1.211	-0.519	0.710	-1.257	0.102	0.583	0.274	0.213	-0.415	0.242	0.652	-1.342	0.012	0.899	2.414	2.369	-0.517	0.470	0.389	-2.060
2	0.193	-0.501	-1.080	0.651	0.688	1.254	-0.764	-1.846	0.413	-1.907	-0.049	-1.139	-0.155	-1.433	-0.643	-0.769	0.141	1.310	0.332	-0.435	1.092	0.351	-2.414	-0.610	-0.553	-0.398	-0.311	-0.303
3	0.628	-0.902	1.673	-1.927	0.533	0.141	-0.177	0.618	-0.727	-0.322	-1.092	1.335	-0.542	-0.577	1.307	-1.708	1.654	-0.105	1.014	0.518	-1.950	0.669	-1.070	-0.245	1.697	-0.562	1.119	-0.964
2	-0.844	0.074	-0.062	1.404	0.494	-0.771	-0.761	-0.333	-1.564	-0.230	-0.144	0.467	0.612	0.099	-1.630	-1.221	-0.605	0.652	0.619	-0.249	2.360	1.562	1.240	0.701	0.459	0.386	-1.805	-1.051
1	1.706	-0.052	-0.352	0.115	1.129	-0.251	1.151	0.205	0.735	0.257	0.673	0.877	0.433	1.595	-0.116	1.184	-0.622	0.406	-0.828	-0.813	1.315	2.088	-0.161	-1.006	-0.011	-0.771	1.298	0.603
3	-1.480	-0.475	1.167	-0.182	-0.264	1.405	-1.953	-0.178	-0.066	-0.797	1.374	-0.910	-0.898	-2.472	1.111	-0.329	-0.328	-0.213	1.193	1.613	-1.732	-0.463	-1.135	-0.224	-0.091	-1.719	0.369	-0.449
2	0.560	1.537	0.464	-2.525	2.261	-0.264	0.668	0.064	-0.603	-1.204	0.552	0.954	-0.668	-1.400	-0.301	1.764	0.820	-0.133	-1.146	0.305	1.316	0.176	0.245	0.771	0.013	-0.492	0.402	0.637
3	1.036	0.249	-0.234	-0.472	0.320	-1.694	-0.120	0.169	-1.274	-0.888	1.967	0.528	-1.705	-0.750	-0.029	2.308	0.890	1.090	0.398	-0.985	1.595	0.854	1.275	1.701	1.556	-0.016	0.273	0.193
3	1.861	1.204	0.967	-1.232	-0.544	-0.869	0.018	0.775	0.437	-0.908	-0.184	1.043	0.511	0.400	-0.878	0.160	-1.135	-0.826	-1.479	1.729	1.769	-1.004	-0.776	-0.318	1.218	0.608	1.381	1.687
3	-0.191	-0.047	0.615	-0.385	1.040	-2.021	0.461	-0.021	0.967	-1.033	1.692	1.364	-0.464	0.427	-1.099	0.618	-0.835	0.309	-1.001	1.178	0.570	1.987	0.176	-1.526	0.282	2.546	-0.236	0.495
2	-0.208	0.538	0.390	-0.682	-1.397	1.115	0.029	-1.628	1.829	0.105	-1.442	-0.932	0.516	-1.365	-0.915	-0.580	-0.009	0.468	-0.002	-1.723	1.055	0.148	-1.407	1.039	0.133	0.799	-0.240	-1.166
2	-1.157	0.882	-1.425	-1.370	1.964	1.112	2.074	-0.370	0.102	0.527	-0.012	-0.746	-0.896	0.214	-1.067	-1.095	0.394	-0.095	0.937	-0.425	-0.581	0.424	-0.812	-0.658	-0.618	-0.210	1.772	-1.377
2	0.604	-0.559	1.778	0.063	1.260	-0.761	-1.249	-0.234	0.263	-0.511	0.758	-0.210	-2.081	0.553	-0.883	-0.362	1.553	1.773	-0.575	0.578	-0.552	-0.287	-0.606	-1.724	0.095	0.288	-0.671	1.088
0	-0.641	0.432	0.800	0.754	1.189	0.708	0.351	1.070	-0.027	-0.882	-0.163	-0.745	-0.675	-0.145	-0.792	-0.308	-1.894	0.213	0.001	-0.817	0.659	0.938	-1.608	-0.763	-0.769	-0.940	0.829	-0.194
0	-2.013	0.411	1.170	0.895	-0.896	0.624	0.704	1.706	0.366	1.026	-0.437	-0.852	0.864	0.878	-0.635	-1.212	0.123	0.044	0.234	0.886	1.029	0.008	-0.995	-0.726	-0.597	-0.120	-0.515	-0.245
1	-0.285	0.439	-1.057	-0.802	1.649	0.279	0.829	-0.107	-0.687	-0.781	-0.493	-1.547	0.731	-0.128	-1.261	-0.936	-1.339	1.361	0.906	0.994	0.948	0.373	0.868	-1.356	-0.011	0.764	0.776	-0.211
1	0.796	-0.649	-0.515	-0.215	2.203	0.524	1.920	0.060	0.734	1.793	0.820	0.412	-1.369	-1.014	0.298	1.012	-0.136	0.675	-0.845	-0.636	0.480	0.058	-0.380	-0.533	-1.500	-0.023	-1.458	-0.309
3	-0.995	-2.529	-1.407	0.053	-0.717	0.129	0.342	-0.624	-0.920	0.911	0.298	-2.676	-1.537	-1.793	-0.159	0.203	-0.171	-0.628	1.022	0.320	-0.912	-0.847	-0.762	-0.347	0.035	0.413	-0.823	-1.356
1	-1.011	0.414	1.400	0.283	-0.053	-0.940	-1.680	0.545	0.443	1.183	0.570	0.239	0.605	-0.114	-1.604	-0.302	0.073	-1.070	0.936	-0.067	-1.849	-1.121	1.600	0.626	-0.820	0.749	0.279	1.475
3	-2.638	-1.029	-1.341	-2.140	0.759	-0.653	0.178	-1.384	1.176	-0.953	1.112	1.072	0.257	0.353	-1.012	-1.620	0.191	0.217	-0.376	-0.822	-0.863	-1.479	0.955	-0.697	-0.946	0.631	-0.526	-0.598
3	-0.236	0.996	1.346	0.609	0.669	1.576	-1.899	-1.479	-1.102	-1.296	-0.140	0.251	0.261	0.501	0.294	-0.127	-0.533	-1.417	-0.086	0.556	1.119	-0.818	2.290	0.882	0.684	0.220	-2.715	0.385
1	-0.252	-0.988	0.158	1.416	2.086	-0.876	-0.076	0.810	-0.233	-0.433	0.063	0.841	-0.646	-0.985	0.338	-0.028	-1.334	-0.306	-0.389	2.166	0.826	0.730	0.875	-1.026	1.352	-0.059	-0.380	-0.733
2	1.109	-0.610	0.688	-0.831	1.983	-0.800	-0.882	0.550	0.080	0.327	0.227	-1.090	1.613	0.894	1.359	-0.528	0.417	0.197	1.128	1.160	0.193	-1.518	1.780	0.556	-0.608	0.407	-1.511	1.055
3	0.203	-0.286	-0.368	0.752	-0.048	1.054	-1.894	1.523	0.895	-0.051	-0.078	0.641	-1.026	0.038	0.155	-2.044	0.348	-1.352	1.083	1.338	1.511	-0.322	-0.336	-1.976	0.680	-1.509	-1.449	-0.304
1	-1.066	-1.570	0.190	-0.074	-0.327	-0.395	0.658	-0.840	-1.003	0.519	0.801	-0.804	1.267	-0.267	-0.356	0.182	0.082	0.811	2.373	-1.022	-0.367	-0.348	1.929	-1.673	-0.172	0.528	1.085	-0.325
0	0.021	1.033	1.134	-0.668	-0.068	-1.001	1.502	0.266	0.994	-0.363	1.021	0.744	1.279	-1.344	0.075	1.098	-0.936	0.522	0.571	0.701	0.334	0.618	0.433	1.185	-0.718	0.340	1.219	-0.784
3	-1.152	-0.600	1.552	-1.508	-0.569	-1.182	0.247	0.744	3.594	1.002	-1.189	0.584	-0.087	-0.449	0.023	0.895	0.835	-1.349	0.044	-0.996	0.162	-0.440	0.820	-0.274	-0.700	0.060	-0.020	-0.158
0	-0.205	1.226	-0.684	0.271	1.682	0.099	-0.865	-1.259	-0.810	0.646	-0.554	-0.695	0.781	-0.256	0.888	0.582	-0.279	0.922	-0.590	0.873	0.042	0.505	0.352	0.376	0.134	0.672	-0.504	-0.229
1	0.859	-0.219	-0.792	1.404	-1.439	0.043	-0.065	-0.833	-1.318	-0.127	0.366	1.048	-0.771	-0.784	1.526	-0.468	-0.334	1.219	-1.646	-1.201	1.392	-0.602	-0.534	-0.450	-0.320	-0.459	0.142	1.253
3	0.153	-0.102	0.696	1.276	1.360	-0.256	-0.146	-0.137	-0.413	2.025	0.312	0.508	0.680	1.214	-0.229	0.512	0.588	-1.560	-0.488	-0.164	0.990	3.492	-0.437	-0.479	0.442	-1.726	-1.785	-0.137
3	-0.523	1.147	-0.293	-0.720	-0.584	-0.917	-1.497	0.112	-0.892	1.444	-1.455	-0.278	1.412	1.625	-1.961	1.092	-1.037	-0.288	1.461	-0.063	0.666	-1.159	-1.531	-0.340	-0.396	-0.654	-0.236	1.588
2	0.295	-0.715	-0.387	2.121	1.172	0.380	-0.319	-0.175	-1.402	-0.076	-0.783	-1.852	0.410	0.993	-0.622	-0.248	-1.159	-0.031	-1.389	-0.544	1.062	-1.136	0.630	-0.546	-0.300	0.876	-1.108	1.662
2	0.457	0.295	-1.484	0.131	-0.243	-0.354	-0.046	1.088	0.458	-1.043	0.497	-0.044	-0.616	-1.240	0.807	-0.570	0.908	-1.077	1.995	2.634	0.542	1.296	-0.453	-0.552	1.194	0.151	-1.372	0.077
2	0.490	-1.186	-2.598	0.151	1.466	-1.252	-1.050	0.355	0.483	1.122	1.641	0.236	-0.927	-0.896	-0.544	1.031	-0.500	0.962	-1.525	0.287	-0.751	0.522	-0.256	0.798	-0.435	-0.026	0.808	-0.102
0	-0.171	-0.815	-1.698	0.889	0.425	-1.235	0.963	0.840	-0.671	-0.292	0.250	0.553	-1.095	0.567	0.059	1.111	0.763	0.058	0.917	-1.509	-0.374	-0.973	-0.555	-0.568	-1.263	0.953	0.751	-0.607
4	0.276	-0.164	-0.160	0.580	-2.138	-0.859	-0.046	1.661	1.774	0.352	-1.023	1.190	0.098	0.696	2.415	3.331	-0.387	-0.309	0.332	0.998	-0.025	0.626	-0.690	0.447	1.074	0.237	0.567	-1.557
2	-0.607	1.293	1.530	0.104	-0.286	-0.700	0.787	1.281	-1.619	-1.569	0.006	0.448	1.601	0.855	-1.674	-1.267	-0.563	-1.332	-1.387	-0.751	0.992	0.099	0.365	-1.486	0.766	0.420	0.356	-0.323
1	0.394	1.268	-3.013	-0.350	-1.130	0.484	0.138	0.705	-0.620	-0.247	0.209	0.256	-1.131	-0.219	-1.105	0.272	0.769	-0.362	0.997	0.834	0.758	-1.038	0.131	1.034	0.089	1.471	0.384	-0.581
4	-1.066	-1.216	-0.374	0.403	1.836	-0.382	-0.758	1.559	1.712	-1.759	-0.518	0.216	0.188	2.216	-0.551	-1.147	-0.774	1.090	-0.013	1.601	0.646	-0.678	0.863	1.203	1.458	-1.403	0.281	-1.115
